BALANCE_AS_OF_DATE,BALANCE_AS_OF_DAY,PLANT_NAME,MATERIAL_NAME,UNRESRICTED_STOCK,STOCK_SELL_VALUE,SHELF_LIFE_IN_MONTH,SHELF_LIFE_IN_DAYS,AGING_DAYS,IS_OVER_SHELFLIFE,DAYS_TO_EXPIRE,LOSS_VALUE_PERCENT,LOSS_VALUE(OCCUR),LOSS_VALUE,PREVENTABLE
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0374,11000,70730,3,90,184.00,YES,-94,25,"17,682.50","17,682.50", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0120,78400,353584,8,240,215.00,NO,25,5, -   ,"17,679.20","17,679.20"
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0378,63125,176750,8,240,184.00,NO,56,10, -   ,"17,675.00","17,675.00"
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0304,35000,70700,8,240,550.00,YES,-310,25,"17,675.00","17,675.00", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0311,14631,88369,7,210,398.00,YES,-188,20,"17,673.80","17,673.80", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0065,26475,70688,4,120,337.00,YES,-217,25,"17,672.00","17,672.00", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0035,17850,70686,6,180,215.00,YES,-35,25,"17,671.50","17,671.50", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0301,27500,58850,8,240,459.00,YES,-219,30,"17,655.00","17,655.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0301,27500,58850,8,240,459.00,YES,-219,30,"17,655.00","17,655.00", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0055,67375,176523,2,60,306.00,YES,-246,10,"17,652.30","17,652.30", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0271,91700,70609,7,210,550.00,YES,-340,25,"17,652.25","17,652.25", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0225,85250,58823,3,90,245.00,YES,-155,30,"17,646.90","17,646.90", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0415,114125,117549,8,240,490.00,YES,-250,15,"17,632.35","17,632.35", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0140,99000,88110,4,120,184.00,YES,-64,20,"17,622.00","17,622.00", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0198,112175,352230,6,180,550.00,YES,-370,5,"17,611.50","17,611.50", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0055,67125,175868,2,60,429.00,YES,-369,10,"17,586.80","17,586.80", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0135,31625,87918,3,90,276.00,YES,-186,20,"17,583.60","17,583.60", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0032,60200,87892,11,330,245.00,NO,85,20, -   ,"17,578.40","17,578.40"
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0112,19250,87780,6,180,459.00,YES,-279,20,"17,556.00","17,556.00", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0112,19250,87780,6,180,429.00,YES,-249,20,"17,556.00","17,556.00", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0112,19250,87780,6,180,368.00,YES,-188,20,"17,556.00","17,556.00", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0112,19250,87780,6,180,337.00,YES,-157,20,"17,556.00","17,556.00", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0112,19250,87780,6,180,306.00,YES,-126,20,"17,556.00","17,556.00", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0061,24750,43860,11,330,184.00,NO,146,40, -   ,"17,544.00","17,544.00"
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0397,22150,87714,9,270,490.00,YES,-220,20,"17,542.80","17,542.80", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0397,22150,87714,9,270,459.00,YES,-189,20,"17,542.80","17,542.80", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0301,0,58464,8,240,245.00,YES,-5,30,"17,539.20","17,539.20", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0386,83875,175299,2,60,490.00,YES,-430,10,"17,529.90","17,529.90", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0386,83875,175299,2,60,459.00,YES,-399,10,"17,529.90","17,529.90", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0386,83875,175299,2,60,429.00,YES,-369,10,"17,529.90","17,529.90", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0386,83875,175299,2,60,398.00,YES,-338,10,"17,529.90","17,529.90", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0041,0,175201,2,60,550.00,YES,-490,10,"17,520.10","17,520.10", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0007,83800,175142,2,60,519.00,YES,-459,10,"17,514.20","17,514.20", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0035,17675,69993,6,180,429.00,YES,-249,25,"17,498.25","17,498.25", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0035,17675,69993,6,180,398.00,YES,-218,25,"17,498.25","17,498.25", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0315,38500,116655,5,150,368.00,YES,-218,15,"17,498.25","17,498.25", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0315,38500,116655,5,150,337.00,YES,-187,15,"17,498.25","17,498.25", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0315,38500,116655,5,150,306.00,YES,-156,15,"17,498.25","17,498.25", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0109,145650,174780,8,240,184.00,NO,56,10, -   ,"17,478.00","17,478.00"
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0109,145650,174780,8,240,276.00,YES,-36,10,"17,478.00","17,478.00", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0148,28875,116366,2,60,550.00,YES,-490,15,"17,454.90","17,454.90", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0148,28875,116366,2,60,519.00,YES,-459,15,"17,454.90","17,454.90", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0148,0,116366,2,60,490.00,YES,-430,15,"17,454.90","17,454.90", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0148,28875,116366,2,60,459.00,YES,-399,15,"17,454.90","17,454.90", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0148,28875,116366,2,60,429.00,YES,-369,15,"17,454.90","17,454.90", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0148,28875,116366,2,60,398.00,YES,-338,15,"17,454.90","17,454.90", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0148,28875,116366,2,60,368.00,YES,-308,15,"17,454.90","17,454.90", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0148,28875,116366,2,60,337.00,YES,-277,15,"17,454.90","17,454.90", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0148,0,116366,2,60,306.00,YES,-246,15,"17,454.90","17,454.90", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0148,0,116366,2,60,276.00,YES,-216,15,"17,454.90","17,454.90", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0148,28875,116366,2,60,245.00,YES,-185,15,"17,454.90","17,454.90", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0148,0,116366,2,60,215.00,YES,-155,15,"17,454.90","17,454.90", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0332,75000,69750,6,180,368.00,YES,-188,25,"17,437.50","17,437.50", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0332,75000,69750,6,180,245.00,YES,-65,25,"17,437.50","17,437.50", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0332,75000,69750,6,180,215.00,YES,-35,25,"17,437.50","17,437.50", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0332,75000,69750,6,180,215.00,YES,-35,25,"17,437.50","17,437.50", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0332,75000,69750,6,180,184.00,YES,-4,25,"17,437.50","17,437.50", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0332,75000,69750,6,180,184.00,YES,-4,25,"17,437.50","17,437.50", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0221,61150,69711,8,240,368.00,YES,-128,25,"17,427.75","17,427.75", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0148,28825,116165,2,60,550.00,YES,-490,15,"17,424.75","17,424.75", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0148,28825,116165,2,60,519.00,YES,-459,15,"17,424.75","17,424.75", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0178,22000,87120,11,330,337.00,YES,-7,20,"17,424.00","17,424.00", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0396,0,58064,2,60,550.00,YES,-490,30,"17,419.20","17,419.20", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0035,17575,69597,6,180,368.00,YES,-188,25,"17,399.25","17,399.25", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0035,17575,69597,6,180,337.00,YES,-157,25,"17,399.25","17,399.25", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0035,17575,69597,6,180,306.00,YES,-126,25,"17,399.25","17,399.25", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0225,85250,57970,3,90,215.00,YES,-125,30,"17,391.00","17,391.00", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0035,17550,69498,6,180,276.00,YES,-96,25,"17,374.50","17,374.50", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0109,148500,173745,8,240,337.00,YES,-97,10,"17,374.50","17,374.50", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0041,0,173716,2,60,306.00,YES,-246,10,"17,371.60","17,371.60", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0301,0,57888,8,240,184.00,NO,56,30, -   ,"17,366.40","17,366.40"
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0397,21900,86724,9,270,429.00,YES,-159,20,"17,344.80","17,344.80", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0234,86625,173250,5,150,245.00,YES,-95,10,"17,325.00","17,325.00", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0234,86625,173250,5,150,215.00,YES,-65,10,"17,325.00","17,325.00", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0234,86625,173250,5,150,184.00,YES,-34,10,"17,325.00","17,325.00", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0221,61150,69100,8,240,337.00,YES,-97,25,"17,275.00","17,275.00", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0221,61150,69100,8,240,306.00,YES,-66,25,"17,275.00","17,275.00", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0055,65925,172724,2,60,550.00,YES,-490,10,"17,272.40","17,272.40", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0055,65925,172724,2,60,519.00,YES,-459,10,"17,272.40","17,272.40", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0111,9625,57558,2,60,398.00,YES,-338,30,"17,267.40","17,267.40", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0111,9625,57558,2,60,368.00,YES,-308,30,"17,267.40","17,267.40", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0111,9625,57558,2,60,337.00,YES,-277,30,"17,267.40","17,267.40", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0111,9625,57558,2,60,306.00,YES,-246,30,"17,267.40","17,267.40", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0397,21800,86328,9,270,398.00,YES,-128,20,"17,265.60","17,265.60", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0271,92075,69056,7,210,519.00,YES,-309,25,"17,264.00","17,264.00", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0391,18325,57541,3,90,337.00,YES,-247,30,"17,262.30","17,262.30", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0380,41250,86213,8,240,550.00,YES,-310,20,"17,242.60","17,242.60", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0355,33000,68970,7,210,184.00,NO,26,25, -   ,"17,242.50","17,242.50"
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0007,82500,172425,2,60,184.00,YES,-124,10,"17,242.50","17,242.50", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0395,60500,68970,7,210,337.00,YES,-127,25,"17,242.50","17,242.50", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,550.00,YES,-400,5,"17,240.45","17,240.45", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,519.00,YES,-369,5,"17,240.45","17,240.45", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,490.00,YES,-340,5,"17,240.45","17,240.45", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,459.00,YES,-309,5,"17,240.45","17,240.45", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,429.00,YES,-279,5,"17,240.45","17,240.45", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,398.00,YES,-248,5,"17,240.45","17,240.45", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,368.00,YES,-218,5,"17,240.45","17,240.45", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,337.00,YES,-187,5,"17,240.45","17,240.45", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,337.00,YES,-187,5,"17,240.45","17,240.45", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,276.00,YES,-126,5,"17,240.45","17,240.45", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,245.00,YES,-95,5,"17,240.45","17,240.45", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0046,53625,344809,5,150,215.00,YES,-65,5,"17,240.45","17,240.45", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0202,17875,57461,6,180,490.00,YES,-310,30,"17,238.30","17,238.30", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0202,17875,57461,6,180,459.00,YES,-279,30,"17,238.30","17,238.30", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0202,17875,57461,6,180,429.00,YES,-249,30,"17,238.30","17,238.30", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0015,19100,86141,8,240,519.00,YES,-279,20,"17,228.20","17,228.20", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0109,148500,172260,8,240,215.00,NO,25,10, -   ,"17,226.00","17,226.00"
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0397,21750,86130,9,270,368.00,YES,-98,20,"17,226.00","17,226.00", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0135,42625,86103,3,90,550.00,YES,-460,20,"17,220.60","17,220.60", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0415,15125,114799,8,240,184.00,NO,56,15, -   ,"17,219.85","17,219.85"
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0190,45375,114799,3,90,337.00,YES,-247,15,"17,219.85","17,219.85", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0354,15100,68856,7,210,215.00,YES,-5,25,"17,214.00","17,214.00", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0190,45350,114736,3,90,306.00,YES,-216,15,"17,210.40","17,210.40", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0271,91700,68775,7,210,519.00,YES,-309,25,"17,193.75","17,193.75", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0382,23375,171806,6,180,184.00,YES,-4,10,"17,180.60","17,180.60", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0374,30250,68668,3,90,306.00,YES,-216,25,"17,167.00","17,167.00", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0036,12325,68650,5,150,368.00,YES,-218,25,"17,162.50","17,162.50", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0036,12325,68650,5,150,337.00,YES,-187,25,"17,162.50","17,162.50", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0036,12325,68650,5,150,306.00,YES,-156,25,"17,162.50","17,162.50", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0036,12325,68650,5,150,276.00,YES,-126,25,"17,162.50","17,162.50", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0301,28875,57173,8,240,519.00,YES,-279,30,"17,151.90","17,151.90", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0332,73750,68588,6,180,276.00,YES,-96,25,"17,147.00","17,147.00", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0332,73750,68588,6,180,245.00,YES,-65,25,"17,147.00","17,147.00", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0035,59125,68585,6,180,398.00,YES,-218,25,"17,146.25","17,146.25", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0035,59125,68585,6,180,368.00,YES,-188,25,"17,146.25","17,146.25", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0009,13650,42861,5,150,519.00,YES,-369,40,"17,144.40","17,144.40", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0100,9450,57078,5,150,490.00,YES,-340,30,"17,123.40","17,123.40", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0100,9450,57078,5,150,459.00,YES,-309,30,"17,123.40","17,123.40", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0100,9450,57078,5,150,429.00,YES,-279,30,"17,123.40","17,123.40", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0100,9450,57078,5,150,398.00,YES,-248,30,"17,123.40","17,123.40", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0056,61700,342435,3,90,215.00,YES,-125,5,"17,121.75","17,121.75", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0413,30250,85608,7,210,368.00,YES,-158,20,"17,121.60","17,121.60", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0413,30250,85608,7,210,337.00,YES,-127,20,"17,121.60","17,121.60", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0413,30225,85537,7,210,215.00,YES,-5,20,"17,107.40","17,107.40", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0395,60500,68365,7,210,368.00,YES,-158,25,"17,091.25","17,091.25", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0397,21550,85338,9,270,337.00,YES,-67,20,"17,067.60","17,067.60", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0121,39875,85333,8,240,368.00,YES,-128,20,"17,066.60","17,066.60", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0265,22475,170585,8,240,245.00,YES,-5,10,"17,058.50","17,058.50", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0221,59800,68172,8,240,368.00,YES,-128,25,"17,043.00","17,043.00", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0415,92125,113314,8,240,276.00,YES,-36,15,"16,997.10","16,997.10", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0356,30250,113135,7,210,368.00,YES,-158,15,"16,970.25","16,970.25", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0356,30250,113135,7,210,337.00,YES,-127,15,"16,970.25","16,970.25", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0356,30250,113135,7,210,306.00,YES,-96,15,"16,970.25","16,970.25", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0356,30250,113135,7,210,276.00,YES,-66,15,"16,970.25","16,970.25", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0386,81125,169551,2,60,368.00,YES,-308,10,"16,955.10","16,955.10", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0386,81125,169551,2,60,306.00,YES,-246,10,"16,955.10","16,955.10", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0386,81125,169551,2,60,276.00,YES,-216,10,"16,955.10","16,955.10", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0386,81125,169551,2,60,245.00,YES,-185,10,"16,955.10","16,955.10", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0386,81125,169551,2,60,215.00,YES,-155,10,"16,955.10","16,955.10", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0386,81125,169551,2,60,184.00,YES,-124,10,"16,955.10","16,955.10", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0400,166200,339048,5,150,337.00,YES,-187,5,"16,952.40","16,952.40", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0395,60500,67760,7,210,429.00,YES,-219,25,"16,940.00","16,940.00", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0135,55000,84700,3,90,215.00,YES,-125,20,"16,940.00","16,940.00", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0007,81050,169395,2,60,550.00,YES,-490,10,"16,939.50","16,939.50", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0386,81050,169395,2,60,519.00,YES,-459,10,"16,939.50","16,939.50", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0386,81050,169395,2,60,490.00,YES,-430,10,"16,939.50","16,939.50", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0055,64625,169318,2,60,306.00,YES,-246,10,"16,931.80","16,931.80", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0055,64625,169318,2,60,276.00,YES,-216,10,"16,931.80","16,931.80", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0096,74250,338580,6,180,550.00,YES,-370,5,"16,929.00","16,929.00", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0096,74250,338580,6,180,490.00,YES,-310,5,"16,929.00","16,929.00", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0096,74250,338580,6,180,459.00,YES,-279,5,"16,929.00","16,929.00", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0096,74250,338580,6,180,429.00,YES,-249,5,"16,929.00","16,929.00", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0096,74250,338580,6,180,398.00,YES,-218,5,"16,929.00","16,929.00", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0096,74250,338580,6,180,368.00,YES,-188,5,"16,929.00","16,929.00", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0390,12375,56430,7,210,368.00,YES,-158,30,"16,929.00","16,929.00", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0118,24750,112860,2,60,368.00,YES,-308,15,"16,929.00","16,929.00", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0096,74250,338580,6,180,337.00,YES,-157,5,"16,929.00","16,929.00", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0390,12375,56430,7,210,337.00,YES,-127,30,"16,929.00","16,929.00", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0096,74250,338580,6,180,306.00,YES,-126,5,"16,929.00","16,929.00", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0390,12375,56430,7,210,306.00,YES,-96,30,"16,929.00","16,929.00", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0397,21375,84645,9,270,306.00,YES,-36,20,"16,929.00","16,929.00", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0096,74250,338580,6,180,276.00,YES,-96,5,"16,929.00","16,929.00", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0175,31575,84621,5,150,368.00,YES,-218,20,"16,924.20","16,924.20", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0121,39875,84535,8,240,429.00,YES,-189,20,"16,907.00","16,907.00", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0121,39875,84535,8,240,398.00,YES,-158,20,"16,907.00","16,907.00", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0109,145650,168954,8,240,215.00,NO,25,10, -   ,"16,895.40","16,895.40"
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0221,59800,67574,8,240,337.00,YES,-97,25,"16,893.50","16,893.50", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0221,59800,67574,8,240,306.00,YES,-66,25,"16,893.50","16,893.50", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0301,28875,56306,8,240,550.00,YES,-310,30,"16,891.80","16,891.80", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0397,21325,84447,9,270,245.00,NO,25,20, -   ,"16,889.40","16,889.40"
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0397,21325,84447,9,270,276.00,YES,-6,20,"16,889.40","16,889.40", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0111,85250,56265,2,60,184.00,YES,-124,30,"16,879.50","16,879.50", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0247,136075,84367,6,180,429.00,YES,-249,20,"16,873.40","16,873.40", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0397,21300,84348,9,270,215.00,NO,55,20, -   ,"16,869.60","16,869.60"
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0098,75625,168644,5,150,337.00,YES,-187,10,"16,864.40","16,864.40", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0118,24650,112404,2,60,337.00,YES,-277,15,"16,860.60","16,860.60", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0332,72500,67425,6,180,276.00,YES,-96,25,"16,856.25","16,856.25", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0332,72500,67425,6,180,184.00,YES,-4,25,"16,856.25","16,856.25", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0135,37125,84274,3,90,429.00,YES,-339,20,"16,854.80","16,854.80", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0035,59125,67403,6,180,490.00,YES,-310,25,"16,850.75","16,850.75", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0332,72425,67355,6,180,519.00,YES,-339,25,"16,838.75","16,838.75", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0198,107200,336608,6,180,184.00,YES,-4,5,"16,830.40","16,830.40", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0098,75425,168198,5,150,429.00,YES,-279,10,"16,819.80","16,819.80", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0271,92075,67215,7,210,490.00,YES,-280,25,"16,803.75","16,803.75", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0236,75,111961,4,120,550.00,YES,-430,15,"16,794.15","16,794.15", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0236,75,111961,4,120,519.00,YES,-399,15,"16,794.15","16,794.15", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0236,75,111961,4,120,490.00,YES,-370,15,"16,794.15","16,794.15", -   
